IO, 90, 2013110506, 72, JAVN,   0,  25N,  722E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110506, 72, JAVN,  12,  44N,  684E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110506, 72, JAVN,  24,  57N,  654E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110506, 72, JAVN,  36,  69N,  635E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110506, 72, JAVN,  48,  79N,  615E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110506, 72, JAVN,  60,  85N,  585E,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110506, 72, JAVN,  72,  85N,  563E,  40,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110506, 72, JAVN,  84,  89N,  535E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110506, 72, JAVN,  96,  88N,  515E,  50,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110506, 72, JAVN, 108,  85N,  499E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110506, 72, JAVN, 120,  94N,  484E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110512, 71, JNGP,   0,  35N,  705E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110512, 71, JNGP,  12,  45N,  691E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110512, 71, JNGP,  24,  55N,  667E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110512, 71, JNGP,  36,  65N,  640E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110512, 71, JNGP,  48,  65N,  616E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110512, 71, JNGP,  60,  75N,  604E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110512, 71, JNGP,  72,  75N,  598E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110512, 71, JNGP,  84,  76N,  593E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 90, 2013110512, 71, JNGP,  96,  75N,  576E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
