AL, 09, 2019090918,   , BEST,   0, 213N,  701W,  20, 1015, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS019,  ,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2019091000,   , BEST,   0, 213N,  705W,  20, 1015, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS019,  ,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2019091006,   , BEST,   0, 214N,  709W,  20, 1015, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS019,  ,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2019091012,   , BEST,   0, 215N,  713W,  20, 1015, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS019,  ,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2019091018,   , BEST,   0, 216N,  717W,  25, 1014, DB,   0,    ,    0,    0,    0,    0, 1017,  150,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 019, SPAWNINVEST, al722019 to al952019, 
AL, 09, 2019091100,   , BEST,   0, 217N,  721W,  25, 1014, DB,   0,    ,    0,    0,    0,    0, 1017,  150,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2019091106,   , BEST,   0, 217N,  725W,  25, 1013, DB,   0,    ,    0,    0,    0,    0, 1016,  150,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2019091112,   , BEST,   0, 217N,  730W,  25, 1012, DB,   0,    ,    0,    0,    0,    0, 1015,  150,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2019091118,   , BEST,   0, 217N,  736W,  25, 1011, DB,   0,    ,    0,    0,    0,    0, 1014,  150,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2019091200,   , BEST,   0, 221N,  741W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1013,  150,  90,  35,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
